suburb,address,room,type,price,method,seller,date,bathroom,car,council_area
Ascot Vale,11 Ascot St,2,h,955000,S,Woodards,11/3/2017,1,0,Moonee Valley City Council
Ascot Vale,24/54 Epsom Rd,2,u,450000,VB,Nelson,12/11/2016,1,1,Moonee Valley City Council
Ascot Vale,2 Farncomb St,3,h,801000,S,Jellis,12/11/2016,1,2,Moonee Valley City Council
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12/11/2016,2,2,Moonee Valley City Council
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12/11/2016,1,1,Moonee Valley City Council
Ascot Vale,58 Fenton St,4,h,1340000,S,Nelson,14/5/2016,2,2,Moonee Valley City Council
Ascot Vale,70 Munro St,3,h,955000,S,Brad,14/5/2016,1,1,Moonee Valley City Council
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,15/10/2016,2,5,Moonee Valley City Council
Ascot Vale,33 Hockey La,3,h,1255000,S,Nelson,15/10/2016,2,2,Moonee Valley City Council
Ascot Vale,3/28 Ormond Rd,2,u,432000,S,Biggin,15/10/2016,1,1,Moonee Valley City Council
Ascot Vale,7 Angler Pde,4,h,1640000,S,Raine,16/4/2016,3,2,Moonee Valley City Council
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,16/4/2016,2,1,Moonee Valley City Council
Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,16/4/2016,1,1,Moonee Valley City Council
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16/4/2016,3,1,Moonee Valley City Council
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16/7/2016,1,1,Moonee Valley City Council
Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,17/9/2016,2,2,Moonee Valley City Council
Ascot Vale,95 Walter St,4,h,1480000,S,Raine,17/9/2016,2,2,Moonee Valley City Council
Ascot Vale,15 Bayview Tce,2,h,1150000,S,Brad,18/3/2017,1,1,Moonee Valley City Council
Ascot Vale,57 Monash St,3,h,1350000,S,Brad,18/3/2017,1,3,Moonee Valley City Council
Ascot Vale,54 South St,5,h,1905000,S,Nelson,18/3/2017,2,2,Moonee Valley City Council
Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,18/3/2017,2,1,Moonee Valley City Council
Ascot Vale,2/225 Maribyrnong Rd,2,t,705000,S,Brad,18/6/2016,2,1,Moonee Valley City Council
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,18/6/2016,1,1,Moonee Valley City Council
Ascot Vale,107/8 Burrowes St,2,u,540000,S,Jellis,19/11/2016,2,1,Moonee Valley City Council
Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,19/11/2016,1,2,Moonee Valley City Council
Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,19/11/2016,2,2,Moonee Valley City Council
Ascot Vale,4/27 Roseberry St,2,u,440000,S,McDonald,19/11/2016,1,1,Moonee Valley City Council
Ascot Vale,126 The Parade,2,h,1010000,S,Brad,19/11/2016,1,1,Moonee Valley City Council
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22/5/2016,2,0,Moonee Valley City Council
Ascot Vale,6/17 Geddes St,2,u,570000,VB,Nelson,22/5/2016,1,1,Moonee Valley City Council
Ascot Vale,1/60 The Parade,2,u,690000,S,Brad,22/5/2016,1,1,Moonee Valley City Council
Ascot Vale,45 Bloomfield Rd,3,h,1291000,S,Brad,23/4/2016,1,2,Moonee Valley City Council
Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,23/4/2016,2,1,Moonee Valley City Council
Ascot Vale,78 Francis St,3,h,1135000,S,Brad,24/9/2016,1,1,Moonee Valley City Council
Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,25/2/2017,1,1,Moonee Valley City Council
Ascot Vale,44 Walter St,3,h,1381500,S,Barry,25/2/2017,2,2,Moonee Valley City Council
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26/7/2016,2,2,Moonee Valley City Council
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26/7/2016,2,1,Moonee Valley City Council
Ascot Vale,37 Epsom Rd,3,h,1050000,SP,Frank,26/7/2016,1,3,Moonee Valley City Council
Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,26/7/2016,2,1,Moonee Valley City Council
Ascot Vale,9/129 The Parade,3,u,487500,S,Hodges,27/6/2016,1,3,Moonee Valley City Council
Ascot Vale,1 East St,3,t,1000000,S,Nelson,27/11/2016,2,2,Moonee Valley City Council
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28/5/2016,1,1,Moonee Valley City Council
Ascot Vale,26 Milton St,3,h,932500,S,Nelson,28/5/2016,2,1,Moonee Valley City Council
Ascot Vale,10 Ayr St,3,h,965000,S,Alexkarbon,28/8/2016,1,0,Moonee Valley City Council
Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,28/8/2016,1,1,Moonee Valley City Council
Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,28/8/2016,1,2,Moonee Valley City Council
Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,30/7/2016,2,4,Moonee Valley City Council
Ascot Vale,6 McCully St,3,h,970000,S,Nelson,30/7/2016,1,1,Moonee Valley City Council
Ascot Vale,75 Munro St,2,h,925000,S,Barry,30/7/2016,1,1,Moonee Valley City Council
Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/9/2016,3,2,Boroondara City Council
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,3/12/2016,2,2,Boroondara City Council
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,3/12/2016,2,2,Boroondara City Council
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,3/12/2016,3,4,Boroondara City Council
Ashburton,101/218 High St,2,u,500000,VB,Fletchers,4/3/2017,1,1,Boroondara City Council
Ashburton,51 Victory Bvd,2,h,1575000,S,Jellis,4/3/2017,1,2,Boroondara City Council
Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,4/6/2016,2,2,Boroondara City Council
Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,8/10/2016,1,2,Boroondara City Council
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/9/2016,7,4,Boroondara City Council
Ashburton,33 Eleanor St,4,h,2215000,SP,Marshall,10/9/2016,2,1,Boroondara City Council
Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,10/9/2016,2,2,Boroondara City Council
Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,10/12/2016,1,2,Boroondara City Council
Ashburton,45 Yuile St,3,h,1655000,S,Jellis,10/12/2016,1,3,Boroondara City Council
Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,12/11/2016,2,2,Boroondara City Council
Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,14/5/2016,2,2,Boroondara City Council
Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,15/10/2016,2,3,Boroondara City Council
Ashburton,95 Nicholas St,2,h,1445000,S,Jellis,16/4/2016,1,2,Boroondara City Council
Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18/3/2017,5,2,Boroondara City Council
Ashburton,3/75 Victory Bvd,3,t,968000,S,Jellis,18/6/2016,1,1,Boroondara City Council
Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,19/11/2016,2,2,Boroondara City Council
Ashburton,4 Baker Pde,3,h,1500000,S,hockingstuart,22/5/2016,1,2,Boroondara City Council
Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/8/2016,4,2,Boroondara City Council
Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,22/8/2016,2,2,Boroondara City Council
Ashburton,63 Dent St,4,h,1800000,S,Jellis,25/2/2017,2,4,Boroondara City Council
Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,25/2/2017,2,3,Boroondara City Council
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27/6/2016,1,1,Boroondara City Council
Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,27/11/2016,2,2,Boroondara City Council
Ashburton,12 Meaden St,3,h,1422000,S,Buxton,27/11/2016,1,2,Boroondara City Council
Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,27/11/2016,3,4,Boroondara City Council
Ashburton,5 Taylor St,4,h,1860000,S,Jellis,27/11/2016,2,3,Boroondara City Council
Ashburton,1/7 Y St,3,t,1710000,S,Marshall,27/11/2016,2,2,Boroondara City Council
Ashburton,9 Pitt St,4,h,1950000,S,Tim,28/5/2016,2,2,Boroondara City Council
Ashburton,9 Ward St,3,h,1600000,S,Fletchers,28/5/2016,1,2,Boroondara City Council
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28/8/2016,1,1,Boroondara City Council
Ashwood,18 Teck St,2,h,995000,S,Tim,3/9/2016,1,1,Monash City Council
Ashwood,28 Raymond St,3,h,1250000,S,Woodards,3/12/2016,1,1,Monash City Council
Ashwood,31a Douglas St,3,u,1045000,S,Tim,4/3/2017,2,2,Monash City Council
Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,4/3/2017,3,2,Monash City Council
Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,4/6/2016,1,2,Monash City Council
Ashwood,4 Scenic Dr,4,h,1500000,S,Fletchers,6/8/2016,2,2,Monash City Council
Ashwood,8 Rocklands Rd,3,h,1120000,S,Tim,7/5/2016,1,2,Monash City Council
Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,7/11/2016,1,2,Monash City Council
Ashwood,10 Maroondah Rd,4,h,1270000,SP,Buxton,8/10/2016,2,1,Monash City Council
Ashwood,4 Peppermint Ct,4,h,1510000,S,Buxton,8/10/2016,2,2,Monash City Council
Ashwood,35 Douglas St,3,h,1365000,S,Fletchers,10/9/2016,1,1,Monash City Council
Ashwood,95 Huntingdale Rd,4,h,1100000,VB,Tim,10/12/2016,2,2,Monash City Council
Ashwood,8 Maroondah Rd,4,h,1415000,S,Buxton,13/8/2016,3,2,Monash City Council
Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,14/5/2016,1,1,Monash City Council
Ashwood,58 Ashwood Dr,3,h,1631000,S,Jellis,15/10/2016,2,3,Monash City Council
Ashwood,3 Harold St,4,h,1500000,S,Buxton,15/10/2016,2,1,Monash City Council
Ashwood,9 Katta Ct,3,h,1060000,S,Harcourts,16/7/2016,1,2,Monash City Council
Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17/9/2016,3,2,Monash City Council
Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18/3/2017,1,1,Monash City Council
Ashwood,4/24 Mulgrave St,2,u,535000,S,Woodards,18/6/2016,1,1,Monash City Council
Ashwood,147 Huntingdale Rd,3,h,785000,S,Buxton,19/11/2016,1,1,Monash City Council
Ashwood,17 Parkhill Dr,4,h,1240000,S,Tim,19/11/2016,2,2,Monash City Council
Ashwood,2/6 Murra Ct,2,u,700000,S,hockingstuart,22/8/2016,1,2,Monash City Council
Ashwood,12 Leonard St,4,h,1350000,S,Buxton,24/9/2016,2,1,Monash City Council
Ashwood,4 Teck St,2,h,1110000,S,Fletchers,24/9/2016,1,1,Monash City Council
Ashwood,14 Ashwood Dr,3,h,1305000,S,Jellis,25/2/2017,1,1,Monash City Council
Ashwood,1/2 Condah Ct,3,h,855000,S,Noel,25/2/2017,2,1,Monash City Council
Ashwood,1/16 Raymond St,3,t,900500,S,Jellis,27/11/2016,2,2,Monash City Council
Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28/5/2016,2,2,Monash City Council
Ashwood,2/53 Salisbury Rd,3,t,830000,S,Barry,28/8/2016,1,2,Monash City Council
Avondale Heights,8 Norma Ct,3,h,850000,S,Moonee,3/9/2016,1,1,Moonee Valley City Council
Avondale Heights,9 Rogerson St,3,h,750000,SP,Moonee,3/9/2016,1,1,Moonee Valley City Council
Avondale Heights,157 Canning St,3,t,851000,S,Nelson,3/12/2016,3,1,Moonee Valley City Council
Avondale Heights,105 Canning St,3,h,848000,S,Nelson,4/3/2017,1,2,Moonee Valley City Council
Avondale Heights,36 Wood St,4,h,806000,S,Moonee,4/3/2017,2,1,Moonee Valley City Council
Avondale Heights,2 Arbor Tce,4,h,1155000,S,Nelson,4/6/2016,2,2,Moonee Valley City Council
Avondale Heights,3 Karen Ct,3,h,670000,VB,Nelson,4/6/2016,2,2,Moonee Valley City Council
Avondale Heights,6 Lovett Dr,4,h,1200000,S,Nelson,4/6/2016,5,4,Moonee Valley City Council
Avondale Heights,12 Skewes St,3,h,636000,S,Nelson,4/6/2016,1,2,Moonee Valley City Council
Avondale Heights,68 Thompson St,3,h,680000,S,Nelson,6/8/2016,1,2,Moonee Valley City Council
Avondale Heights,14 Lovett Dr,4,h,1160000,S,Moonee,7/5/2016,3,2,Moonee Valley City Council
Avondale Heights,31 Duke St,3,h,750000,S,Barry,8/10/2016,1,1,Moonee Valley City Council
Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,8/10/2016,1,1,Moonee Valley City Council
Avondale Heights,21 River Dr,3,t,880000,S,Moonee,8/10/2016,2,2,Moonee Valley City Council
Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10/12/2016,3,3,Moonee Valley City Council
Avondale Heights,2/6 Nelson Ct,2,t,585000,S,Barry,11/2/2017,1,1,Moonee Valley City Council
Avondale Heights,7 Monmouth St,3,h,650000,SP,Moonee,15/10/2016,1,3,Moonee Valley City Council
Avondale Heights,15 River Dr,3,h,725000,SP,Moonee,15/10/2016,1,4,Moonee Valley City Council
Avondale Heights,16a Arbor Tce,3,u,665000,S,Brad,16/4/2016,2,1,Moonee Valley City Council
Avondale Heights,40a Herbert St,3,h,560500,S,Nelson,16/4/2016,1,1,Moonee Valley City Council
Avondale Heights,185 Military Rd,3,h,615000,SP,Moonee,16/7/2016,1,2,Moonee Valley City Council
Avondale Heights,33 Wood St,3,h,845000,S,Nelson,16/7/2016,1,3,Moonee Valley City Council
Avondale Heights,14 Herbert St,3,h,585000,SA,Barry,17/9/2016,1,2,Moonee Valley City Council
Avondale Heights,2/10 Military Rd,2,u,440000,S,Nelson,18/3/2017,1,1,Moonee Valley City Council
Avondale Heights,9 Willow Dr,3,h,850000,S,Moonee,18/3/2017,1,2,Moonee Valley City Council
Avondale Heights,8 Westminster Dr,5,h,850000,SP,Moonee,18/6/2016,2,4,Moonee Valley City Council
Avondale Heights,8 Herbert St,3,h,705000,S,Nelson,22/5/2016,1,1,Moonee Valley City Council
Avondale Heights,2 Hillman Ct,4,h,1100000,VB,Brad,22/5/2016,3,2,Moonee Valley City Council
Avondale Heights,20 Westminster Dr,3,h,892500,S,Nelson,22/5/2016,1,1,Moonee Valley City Council
Avondale Heights,8 Moffat St,3,h,695000,S,HAR,23/4/2016,1,2,Moonee Valley City Council
Avondale Heights,1/24 Bordeaux St,2,h,522500,S,Nelson,24/9/2016,1,1,Moonee Valley City Council
Avondale Heights,1/5 South Tce,3,u,500000,S,Nelson,24/9/2016,1,1,Moonee Valley City Council
Avondale Heights,1/4 Weyburn Pl,2,t,550000,SP,Moonee,24/9/2016,1,2,Moonee Valley City Council
Avondale Heights,19 Clarendon St,3,h,730000,S,Jas,25/2/2017,2,2,Moonee Valley City Council
Avondale Heights,2 Drake Ct,3,h,875000,S,Edward,25/2/2017,1,3,Moonee Valley City Council
Avondale Heights,11 South Tce,3,h,850000,SP,Moonee,25/2/2017,2,8,Moonee Valley City Council
Avondale Heights,61 Doyle St,3,h,635000,SP,Moonee,26/7/2016,1,1,Moonee Valley City Council
Avondale Heights,109 North Rd,4,h,762000,S,Nelson,26/7/2016,2,2,Moonee Valley City Council
Avondale Heights,10 Intervale Dr,4,h,790000,S,Barry,27/11/2016,2,2,Moonee Valley City Council
Avondale Heights,328 Milleara Rd,4,h,605000,S,Barry,27/11/2016,1,0,Moonee Valley City Council
Avondale Heights,10 Skewes St,3,h,805000,S,Nelson,27/11/2016,2,2,Moonee Valley City Council
Avondale Heights,62 Skewes St,4,h,890000,S,Moonee,27/11/2016,2,4,Moonee Valley City Council
Avondale Heights,49 Rogerson St,3,h,795000,S,Barry,28/5/2016,1,1,Moonee Valley City Council
Avondale Heights,43 Skewes St,3,h,634000,S,Nelson,28/5/2016,2,1,Moonee Valley City Council
Avondale Heights,63 Doyle St,3,h,642000,SP,Moonee,28/8/2016,1,1,Moonee Valley City Council
Avondale Heights,235 Military Rd,3,h,863000,S,Barry,28/8/2016,2,3,Moonee Valley City Council
Avondale Heights,57 North Rd,3,h,740000,SP,Moonee,28/8/2016,1,2,Moonee Valley City Council
Balaclava,18 Linton St,4,h,1819000,S,Gary,3/9/2016,2,1,Port Phillip City Council
Balaclava,3/88 Grosvenor St,1,u,280000,VB,hockingstuart,7/5/2016,1,1,Port Phillip City Council
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,7/11/2016,1,2,Port Phillip City Council
Balaclava,4/9 Gourlay St,2,u,502500,S,Buxton,15/10/2016,1,1,Port Phillip City Council
Balaclava,1/22 Sycamore Gr,2,u,520000,S,Gary,15/10/2016,1,0,Port Phillip City Council
Balaclava,6/23 Gourlay St,2,u,442000,SP,Buxton,17/9/2016,1,1,Port Phillip City Council
Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,18/6/2016,1,1,Port Phillip City Council
Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,18/6/2016,1,1,Port Phillip City Council
Balaclava,2/360 Carlisle St,2,u,820000,S,Gary,19/11/2016,1,1,Port Phillip City Council
Balaclava,2/19 Camden St,2,u,474000,S,hockingstuart,22/5/2016,1,1,Port Phillip City Council
Balaclava,1/17 Albion St,2,h,981000,S,Buxton,25/2/2017,1,0,Port Phillip City Council
Balaclava,10 Grosvenor St,3,h,1690000,S,McGrath,25/2/2017,2,2,Port Phillip City Council
Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,27/6/2016,1,1,Port Phillip City Council
Balaclava,41 Marlborough St,3,h,1080000,S,Buxton,27/6/2016,1,1,Port Phillip City Council
Balaclava,15/36 Brighton Rd,1,u,500000,SP,Biggin,27/11/2016,1,0,Port Phillip City Council
Balwyn,166 Gordon St,2,h,2100000,S,Marshall,3/9/2016,1,1,Boroondara City Council
Balwyn,36 Narrak Rd,4,h,1800000,VB,Marshall,3/9/2016,2,2,Boroondara City Council
Balwyn,2/16 Westminster St,2,t,1255000,S,Noel,3/9/2016,1,1,Boroondara City Council
Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,3/12/2016,2,2,Boroondara City Council
Balwyn,27 Bevan St,4,h,2400000,VB,RW,3/12/2016,2,2,Boroondara City Council
Balwyn,129 Gordon St,3,h,2200000,S,North,3/12/2016,3,2,Boroondara City Council
Balwyn,5/14 Parring Rd,2,u,806000,S,Noel,3/12/2016,1,1,Boroondara City Council
Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,3/12/2016,4,7,Boroondara City Council
Balwyn,3/10 Westminster St,2,h,1215000,S,Jellis,3/12/2016,2,2,Boroondara City Council
Balwyn,3/30 Cremorne St,2,u,812000,S,Jellis,4/3/2017,1,1,Boroondara City Council
Balwyn,9/5 Boston Rd,3,h,1140000,S,Nelson,4/6/2016,2,2,Boroondara City Council
Balwyn,17 Gordon St,3,h,2330000,S,Marshall,4/6/2016,2,1,Boroondara City Council
Balwyn,40 Metung St,5,h,2800000,VB,Marshall,4/6/2016,3,2,Boroondara City Council
Balwyn,4/30 Weir St,2,u,605000,S,Marshall,4/6/2016,1,1,Boroondara City Council
Balwyn,142 Balwyn Rd,2,h,1850000,VB,Fletchers,6/8/2016,1,1,Boroondara City Council
Balwyn,9/11 Parring Rd,2,u,805000,S,Noel,6/8/2016,1,1,Boroondara City Council
Balwyn,4/3 King St,3,h,700000,VB,Marshall,7/5/2016,1,1,Boroondara City Council
Balwyn,3/18 Weir St,2,h,500000,S,Marshall,7/5/2016,1,1,Boroondara City Council
Balwyn,3 Westminster St,3,h,2125000,SP,Jellis,7/5/2016,2,2,Boroondara City Council
Balwyn,101/201 Whitehorse Rd,2,u,635000,S,Fletchers,8/10/2016,1,1,Boroondara City Council
Balwyn,1/252 Union Rd,2,u,526000,S,hockingstuart,10/9/2016,1,1,Boroondara City Council
Balwyn,9/204 Whitehorse Rd,1,h,390000,VB,Jellis,10/9/2016,1,1,Boroondara City Council
Balwyn,1/18 Belmore Rd,3,h,905000,S,Kay,10/12/2016,1,2,Boroondara City Council
Balwyn,11/22 Brenbeal St,2,t,760000,S,Christopher,10/12/2016,1,1,Boroondara City Council
Balwyn,18 Fitzgerald St,4,h,3180000,S,Kay,10/12/2016,3,4,Boroondara City Council
Balwyn,3/3 Iramoo St,3,t,1367000,S,Jellis,10/12/2016,2,2,Boroondara City Council
Balwyn,18 Metung St,5,h,3600000,SP,Marshall,10/12/2016,3,2,Boroondara City Council
Balwyn,25 Percy St,5,h,2550000,S,Marshall,10/12/2016,3,2,Boroondara City Council
Balwyn,5 Millah Rd,4,h,3270000,S,Fletchers,12/11/2016,2,4,Boroondara City Council
Balwyn,4/4 Raynes St,2,t,700000,VB,Noel,13/8/2016,1,1,Boroondara City Council
Balwyn,1 Weston St,3,h,1860000,S,Marshall,14/5/2016,1,4,Boroondara City Council
Balwyn,38 Frederick St,4,h,2730000,S,RT,15/10/2016,3,2,Boroondara City Council
Balwyn,7 Power St,5,h,2020000,S,Marshall,16/4/2016,2,2,Boroondara City Council
Balwyn,6/29 Weir St,2,u,460000,VB,Jellis,16/4/2016,1,1,Boroondara City Council
Balwyn,150 Balwyn Rd,4,h,2250000,SA,Jellis,16/7/2016,1,2,Boroondara City Council
Balwyn,3/94 Balwyn Rd,2,u,1053000,S,Fletchers,16/7/2016,1,2,Boroondara City Council
Balwyn,1/7 Boston Rd,3,h,1800000,VB,Marshall,16/7/2016,2,2,Boroondara City Council
Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,16/7/2016,2,2,Boroondara City Council
Balwyn,53 Metung St,3,h,2120000,S,Jellis,17/9/2016,1,2,Boroondara City Council
Balwyn,87 Yerrin St,3,h,1910000,S,Jellis,17/9/2016,1,2,Boroondara City Council
Balwyn,2 Birtles Ct,5,h,3000000,VB,Jellis,18/6/2016,5,2,Boroondara City Council
Balwyn,49 Metung St,5,h,3400000,VB,Jellis,18/6/2016,6,4,Boroondara City Council
Balwyn,29 Bevan St,4,h,2188000,S,Marshall,19/11/2016,2,2,Boroondara City Council
Balwyn,1 Knutsford St,4,h,2900000,VB,Marshall,22/5/2016,3,2,Boroondara City Council
Balwyn,262 Union Rd,4,h,3290000,S,Jellis,22/5/2016,3,2,Boroondara City Council
Balwyn,25 Kalimna St,5,h,2665000,S,Jellis,22/8/2016,3,2,Boroondara City Council
Balwyn,7 Naroo St,4,h,1801000,S,Noel,22/8/2016,2,2,Boroondara City Council
Balwyn,27 Metung St,4,h,2410000,S,Fletchers,24/9/2016,2,1,Boroondara City Council
Balwyn,4/35 Weir St,2,u,650000,S,Jellis,24/9/2016,1,1,Boroondara City Council
Balwyn,34 Nott St,4,h,2275000,VB,Jellis,25/2/2017,2,1,Boroondara City Council
Balwyn,3/14 Weir St,3,t,1385000,S,Jellis,25/2/2017,2,2,Boroondara City Council
Balwyn,165 Balwyn Rd,4,h,1900000,S,Mandy,27/11/2016,2,1,Boroondara City Council
Balwyn,17 Knutsford St,3,h,3401000,S,Jellis,27/11/2016,2,1,Boroondara City Council
Balwyn,47 Naroo St,3,h,1750000,VB,Jellis,27/11/2016,2,3,Boroondara City Council
Balwyn,8 Raynes St,5,h,4000000,VB,RT,27/11/2016,4,3,Boroondara City Council
Balwyn,1/74 Balwyn Rd,3,t,1100000,S,hockingstuart,28/5/2016,2,1,Boroondara City Council
Balwyn,2 Pembroke Rd,3,h,2950000,S,Jellis,28/5/2016,2,2,Boroondara City Council
Balwyn,12 Wills St,5,h,2450000,S,Marshall,28/5/2016,2,2,Boroondara City Council
Balwyn,23 Wills St,3,h,1912000,S,Fletchers,28/5/2016,1,2,Boroondara City Council
Balwyn,3/12 Brenbeal St,2,u,730000,S,hockingstuart,28/8/2016,1,1,Boroondara City Council
Balwyn,321a Union Rd,3,h,1500000,SP,Noel,28/8/2016,2,2,Boroondara City Council
Balwyn,46 Yongala St,3,h,1850000,S,Fletchers,28/8/2016,1,1,Boroondara City Council
Balwyn,33 Power St,4,h,1700000,VB,Marshall,30/7/2016,1,1,Boroondara City Council
Balwyn North,3/41 Clifton St,3,t,1315000,S,hockingstuart,3/9/2016,2,2,Boroondara City Council
Balwyn North,19 Jacka St,4,h,3230000,S,Jellis,3/9/2016,4,3,Boroondara City Council
Balwyn North,32 Jaserfold St,2,h,1080000,S,Jellis,3/9/2016,1,1,Boroondara City Council
Balwyn North,25 Bolinda Rd,4,h,1905000,S,Noel,3/12/2016,2,2,Boroondara City Council
Balwyn North,30 Hood St,4,h,1900000,VB,Fletchers,3/12/2016,2,2,Boroondara City Council
Balwyn North,36 Kenny St,3,h,2251000,S,Marshall,3/12/2016,1,2,Boroondara City Council
Balwyn North,43 Sweyn St,3,h,1265000,S,hockingstuart,3/12/2016,2,1,Boroondara City Council
Balwyn North,3 Highbury St,3,h,2000000,S,R&H,4/3/2017,1,3,Boroondara City Council
Balwyn North,14 Kawarren St,4,h,1750000,S,Kay,4/3/2017,2,2,Boroondara City Council
Balwyn North,88 Longview Rd,3,h,1450000,VB,Jellis,4/3/2017,1,2,Boroondara City Council
Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,4/3/2017,2,2,Boroondara City Council
Balwyn North,6 Stuart Ct,4,h,1825000,S,Fletchers,4/3/2017,2,3,Boroondara City Council
Balwyn North,61 Sutton St,4,h,2550000,S,Fletchers,4/3/2017,1,4,Boroondara City Council
Balwyn North,38 Nevada St,4,h,1570000,SP,Jellis,4/6/2016,2,1,Boroondara City Council
Balwyn North,15 Ellendale St,3,t,1150000,S,Christopher,6/8/2016,2,1,Boroondara City Council
